feature	X1552	X16971	X1545	X8007	X6952	X13165	X6956	X1543	X1564	X9450	X6939	X1536	X8163	X9467	X8059	X2043	X17130	X16988	X17153	X8071	X6936	X8095	X17167	X2492	X8235	X2479	X8047	X16987	X1468	X9712	X15878	X1522	X2502	X1395	X15888	X8245	X8255	X8130	X5989	X2524	X8249	X7285	X1525	X7298	X19351	X8053	X9422	X9649	X6001
02-2020-53-OR	178910	1485	0	1326	15437	14882	23849	0	547	34028	54766	0	0	32108	0	4629	0	13942	0	0	1770	0	0	24601	1688	3127	0	0	547	14025	0	3090	17830	1337	1021	0	2529	4127	0	0	1950	0	1961	0	0	579	0	1848	437
02-2020-41-OR	0	0	0	0	0	177226	0	0	0	158	4027	0	0	4676	634	182	0	0	0	0	0	0	0	0	0	0	464	27926	0	3910	21705	0	599	0	7314	0	0	0	0	0	234	0	0	0	0	0	0	0	0
02-2020-22-OR	28880	157599	0	0	8522	0	0	0	0	14758	8993	0	0	2801	0	0	0	3590	0	0	2064	0	0	251	0	0	0	1561	0	0	3919	0	0	0	0	0	1484	0	0	0	2952	0	1488	0	0	0	0	0	0
02-2020-10-OR	29406	21568	0	0	30708	0	0	0	0	0	30238	0	6500	0	0	0	0	133996	0	6972	188	0	0	0	0	0	320	0	0	0	60596	0	0	722	0	0	0	0	0	0	0	0	2236	0	0	0	0	6674	0
01-2020-10-OR	0	0	0	0	0	832	14079	0	1658	539	2610	7982	34492	7663	304	2256	0	0	0	0	0	0	0	20736	133675	1919	0	0	0	14562	0	0	3705	33401	0	72808	78	3332	0	452	0	0	1168	0	0	0	0	21022	0
01-2020-44-OR	42964	25302	13587	43564	47071	125328	0	1101	684	0	15546	905	44229	41740	0	2406	3753	976	0	10684	12540	4612	86877	935	0	289	29905	0	751	7867	27871	156	34538	3668	1179	79	3831	13083	187	1072	5783	703	3382	220	0	0	247	2575	1549
01-2020-28-OR	0	129400	0	8300	0	0	0	0	0	0	24099	0	0	0	0	0	0	123498	0	22861	0	0	0	0	0	3749	3826	15071	0	0	10570	0	0	0	0	0	679	21763	0	0	900	0	15505	0	0	39	0	0	1213
01-2020-50-OR	65566	13528	46586	3070	63869	3427	4272	33964	17876	0	23121	2915	13611	11297	376	4008	3231	19084	0	0	4562	69	10893	4211	0	9187	0	0	932	5578	16297	1711	1375	432	0	0	1473	0	0	0	0	0	0	0	534	0	542	0	0
01-2020-56-OR	3169	342	0	5828	9707	367	0	11005	0	156	117979	0	0	18273	0	0	0	52277	0	0	0	1796	0	9489	0	6733	14163	0	0	2410	40184	547	0	286	0	0	229	966	0	0	2326	0	3227	0	0	0	3674	479	0
02-2020-50-OR	112501	92733	26776	0	101614	0	0	2551	11423	463	15572	21630	0	108140	0	0	523	12475	0	29076	287	0	0	8799	20342	17108	20	0	4275	20127	0	5617	1871	1048	0	0	2909	6039	699	0	6805	0	0	4899	77	0	0	6960	0
02-2020-08-OR	0	0	0	0	0	100452	0	0	0	0	161	0	0	0	0	0	0	2658	0	0	0	0	0	20437	968	0	0	12802	0	0	0	0	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-08-OR	9640	4001	280	9516	10046	0	0	26019	0	0	92009	0	0	0	0	0	0	819	0	22619	0	0	216	0	1221	0	9003	0	98	41	0	1351	0	0	0	0	607	0	0	0	0	0	549	0	0	0	0	0	0
GBM.BM.270.Or	7421	82758	0	15945	12366	0	0	52512	0	0	13213	1044	869	0	0	0	0	12162	0	17763	1970	0	0	0	0	0	9509	0	0	6389	16768	4240	0	0	0	0	1683	0	0	0	0	0	0	0	0	64038	0	0	0
01-2020-41-OR	43464	67422	0	15427	71673	0	0	67691	4547	0	76875	0	0	0	0	0	2340	29470	0	6723	13236	0	46939	0	0	193	0	0	0	0	33071	18368	457	4853	0	0	836	0	0	0	0	0	5168	0	0	25140	0	0	256
02-2020-13-OR	1639	0	0	0	0	0	2452	0	0	0	67588	3463	856	209	13106	0	0	380	854	0	0	3928	0	2039	4815	0	16934	0	0	23819	71	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0
01-2020-19-OR	12859	3594	0	0	14169	0	0	518	1366	0	7208	0	22109	0	0	0	16	62720	0	889	0	652	459	4687	0	3044	3856	1328	697	425	26411	0	2144	1104	2438	0	589	0	0	0	0	0	3906	150	266	0	0	0	0
02-2020-29-OR	56758	0	25939	995	10162	28748	661	9084	290	0	3780	0	1222	102	0	0	2956	3017	0	0	10327	6261	3705	6727	10144	0	0	23216	0	2205	0	2755	13399	17612	1891	0	52	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.282.Or	0	659	0	3767	0	45288	0	0	0	476	61375	0	0	56847	0	0	0	7722	0	0	0	0	0	10773	0	0	0	85	0	239	8507	0	4414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11168	0
02-2020-51-OR	4056	2869	28844	12320	1455	765	0	2327	0	0	60196	1636	0	0	0	0	0	1941	0	0	321	0	25	1373	4520	0	0	0	0	510	3872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15619	0	0	0
01.2020.141.Or	292	0	0	0	236	0	0	0	0	0	6476	0	57913	5267	0	0	0	556	0	0	0	0	0	279	10665	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-26-OR	5234	0	24886	0	0	0	0	920	1049	51535	25019	0	0	0	0	10484	0	0	0	0	0	0	0	55034	1354	52419	0	0	0	78	0	485	1486	0	0	0	0	0	0	14	0	0	43	0	0	0	0	0	0
01-2020-46-OR	433	0	0	0	518	8451	4333	0	0	3437	1089	1662	5371	0	0	2103	0	0	0	0	0	403	0	360	0	314	0	0	0	2940	0	0	0	0	0	0	0	0	0	0	0	54782	0	0	0	0	0	0	0
GBM.BM.281.Or	7275	15422	15254	8019	50530	20801	0	13664	1130	249	1045	0	0	6946	0	0	2319	16480	0	3719	4652	69	3446	0	0	0	276	0	0	1568	2424	1226	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-55-OR	33730	52074	6384	2963	48757	12374	0	0	0	2049	17512	0	279	5470	0	0	0	6339	0	5756	1362	5677	0	315	0	0	0	0	0	18830	0	0	0	0	0	0	152	0	0	0	0	0	3511	0	0	0	0	0	0
01-2020-29-OR	8210	0	0	1144	293	31760	0	0	0	0	11336	0	3263	0	0	0	0	45486	0	0	0	0	0	432	0	0	0	847	0	1797	15470	0	153	71	38655	0	0	0	0	0	0	2119	1749	0	0	0	0	0	0
01-2020-20-OR	43494	597	0	1149	10369	1600	0	0	6234	2009	1662	2109	287	0	0	0	0	4828	0	0	400	3893	0	0	0	0	0	0	1567	2571	155	207	66	290	0	0	462	0	0	0	0	0	3806	2021	0	0	0	2335	0
02-2020-18-OR	0	557	0	10654	0	15674	12934	0	0	0	14662	0	0	1733	0	0	0	4889	0	536	0	0	0	59	134	0	42351	0	0	4379	30730	0	0	0	3404	0	0	1466	0	0	0	0	0	0	0	0	1016	0	0
02-2020-28-OR	37527	7769	9980	0	10566	3519	0	0	0	0	40259	0	0	0	0	0	0	0	0	0	0	831	0	0	13868	0	0	0	0	651	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-09-OR	2442	24993	0	269	14206	2560	0	3189	0	0	5394	0	8697	0	0	327	0	35054	0	1090	477	0	0	0	0	22	1422	966	0	2626	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
02-2020-47-OR	5005	819	0	497	0	0	5933	0	0	0	16132	0	29136	0	923	0	0	1245	0	0	1401	120	0	405	2389	0	370	0	0	4196	4610	0	0	0	0	0	0	34991	219	0	0	4052	0	0	0	837	0	0	0
GBM.BM.288.Or	19326	34799	13144	947	7486	10977	2732	0	0	0	17499	0	13125	0	0	1332	0	4071	0	0	0	0	48	0	9382	0	0	1134	0	503	0	0	1148	0	0	0	1095	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-34-OR	0	34271	0	0	0	10733	0	0	0	0	5402	0	19533	5871	0	0	0	6478	0	0	239	0	0	0	0	0	4278	4646	0	1675	4767	0	0	42	0	0	0	0	0	0	0	1063	388	0	0	248	0	0	0
GBM.BM.291.Or	0	903	0	0	0	33396	0	0	0	0	164	0	0	0	0	0	0	6389	0	0	0	0	0	0	0	0	0	13185	0	0	0	0	3535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-49-OR	4765	9714	7141	0	29989	0	857	16270	13847	1388	7930	3722	2467	4673	0	5068	61	33286	0	666	5091	0	6106	0	146	803	0	3481	603	809	16304	1519	1333	0	994	0	156	0	500	0	0	0	109	0	0	1025	0	0	5659
GBM.BM.265.Or	1494	10663	0	0	0	0	59	0	0	0	2431	0	0	0	0	0	0	33264	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	2562	0	0	0
GBM.BM.279.Or	21670	5945	0	0	0	14980	0	19	0	838	8354	0	504	3682	0	0	0	7130	0	0	0	1057	0	81	0	0	733	737	0	17350	30187	0	6330	0	0	0	0	193	0	0	0	0	192	0	0	0	9295	0	0
02-2020-30-OR	3888	23666	0	0	8531	9066	4376	0	0	5102	5398	0	3094	0	2332	0	0	18407	0	0	0	2227	0	0	0	628	792	0	0	1048	0	0	893	0	0	0	1191	15068	0	0	56	4741	0	0	0	0	0	0	0
GBM.BM.260.Or	0	0	0	0	0	22683	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.298.Or	0	0	0	0	0	0	0	0	0	0	1078	0	1055	15076	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-35-OR	1920	13246	0	277	11902	0	0	0	0	0	11523	0	0	0	0	0	0	1128	0	139	2454	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	681	0	0	0	0	0	9634	0	0	0	0	0	0
02-2020-57-OR	325	542	0	208	1058	10638	0	250	0	0	3000	0	1716	0	0	0	0	9311	0	0	367	0	0	0	0	0	222	12378	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.2020.110.Or	0	596	0	0	0	9450	2591	0	0	0	0	0	0	12161	0	0	0	848	0	0	0	0	0	0	0	0	3599	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.305.Or	0	0	0	0	0	4853	0	0	0	0	61	0	8941	1766	0	2724	0	0	0	0	0	0	0	0	0	0	0	676	0	19	1703	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0
02-2020-44-OR	8313	12300	5079	0	4700	1038	3972	0	0	0	800	0	0	106	0	0	0	0	0	0	0	53	0	0	0	0	594	0	0	5255	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-40-OR	1024	508	0	0	0	28	0	0	0	2296	0	0	0	0	867	0	0	7757	0	0	0	0	3773	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-06-OR	0	0	0	0	0	0	0	0	0	0	3377	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	168	0	0	1473	0	0	0
GBM.BM.259.Or	6683	0	0	0	24	0	208	0	0	0	0	0	556	0	0	0	0	589	0	0	0	0	0	0	0	45	0	0	0	0	752	0	767	2488	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-52-OR	0	0	0	887	0	2619	0	0	0	0	3878	0	0	0	0	0	0	1306	0	0	0	0	0	0	0	0	96	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0
GBM.BM.277.Or	0	0	0	3717	3983	0	0	0	0	0	3607	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.2020.108.Or.ab	0	26	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-49-OR	0	1355	0	0	46	319	2784	0	0	0	0	0	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR514211	18131	940171	8699	20378	31842	3285	14780	11734	3302	91712	141049	8179	938060	56825	286695	0	7051	66485	8222	22465	6755	53723	6451	5566	0	17502	8778	1750	68657	4815854	207004	2518	52127	0	3492	0	109640	16085	73341	117379	375	182431	432	2260	20172	0	9521	46792	6993
SRR513822	682	925757	0	1956	0	2550	8310	0	0	8486	59753	3535	2515018	280992	1626823	26060	0	151371	11979	19814	0	668263	0	7167	11269	20774	20096	3572	22750	3184628	42253	0	12001	5959	0	14267	203676	146534	106393	53672	28039	1150011	0	8392	853	4305	16601	200407	17179
SRR514198	1812	7682	0	8849	0	907	24951	0	0	3230	83412	5166	1310033	1727	2230	43555	0	9763	131	0	0	23761	12462	542	5806	223	13125	0	20	316208	53788	0	185	0	8519	9200	427	180121	34018	8479	3700	218645	0	2811	946	26072	489	2275704	2942
SRR513445	2542	2997	0	7233	998	2196	19128	0	48718	5659	141746	22259	673272	5579	2903	147408	644	14998	5079	1049	693	2292	666	16612	1136	18613	11402	1667	601	70429	74659	0	12989	161730	0	67863	451	84215	40633	12729	4191	141304	32994	2391	21961	57165	1902	325750	182096
SRR1804565	11729	21629	1058	16635	5283	102408	40556	693	0	12765	55679	601	1393898	105997	7019	27741	868	136541	931	9889	5707	9835	2069	30265	0	51860	41349	73061	383	283820	86510	0	49808	0	1651	58779	6690	187306	7373	38996	14215	130392	5586	4759	4580	28221	113368	438374	19437
SRR1803336	0	2189	0	356	0	139	24654	0	0	131039	44344	8617	1280412	324550	0	25345	0	342	0	0	0	1642	0	0	16411	2004	20124	128	0	105411	0	0	20082	652797	0	60210	995	60393	4116	59381	0	22564	123	304	0	33439	0	839446	101671
SRR1804146	57119	75921	23751	45514	96079	43022	14195	36946	13461	97980	224579	6666	1148009	695575	378	14036	9343	17569	2730	29454	37908	13333	47273	1350	140117	3306	85313	23134	7148	79516	36434	6953	1959	1033	3091	12194	7813	23312	4577	4025	4155	28089	0	2135	10933	5519	2834	50554	5876
SRR513162	6971	136916	0	1324	0	2489	7026	0	0	1235	127717	12280	644938	11343	223524	71593	0	2285	9851	63242	0	445922	0	6906	0	662	1007	589	7592	908188	8530	0	0	0	0	567	66167	13996	13180	21040	676	265055	1001	150	0	0	0	67088	2815
SRR514264	2554	20394	0	1546	0	7829	11776	0	360	58191	2544	5796	831810	8863	510	28532	0	6722	0	222	0	3283	3100	0	589	765	2436	405	0	32679	1314	0	0	0	0	924	0	38556	7430	1963	0	427953	0	90	517	0	1164	8161	155
SRR1804049	15871	413978	3643	8913	33579	1017	0	14526	4617	27126	48428	36053	74124	0	69072	33198	3092	42198	16768	49628	3887	555357	2765	518	0	14606	6960	553	38283	822135	27250	1711	0	0	0	0	88561	17531	67508	38140	1738	106468	454	15610	5329	6094	4263	3833	49885
SRR1803912	11518	68128	1243	805	14417	10775	6006	11997	1870	6571	44573	14854	201566	40109	1241	42295	1526	530	3520	1169	1412	116231	6327	0	3409	905	927	1277	8170	737125	25550	112	7607	12738	927	12031	8168	19074	49493	16670	2046	57101	0	485	1229	2188	0	4240	8084
SRR513159	996	180	0	780	0	7579	5263	0	489	18457	2025	263	635091	171169	1585	4347	0	4298	0	406	0	2791	0	0	1399	131	47554	2413	0	81961	4939	0	1174	3200	0	41175	277	17111	680	1908	179	581533	0	31	0	0	0	729220	432
SRR1804050	6568	946	974	53020	1295	0	1718	2059	1203	798	48743	901	416911	4874	29	7251	334	23898	0	638	1302	853	125	1291	409	1448	1141	0	0	46487	38005	21	373	1520	156	13709	584	22341	8815	871	0	123002	1195	458	153	17910	2061	727923	27841
SRR1803362	8984	819	1839	3278	2295	0	783	3155	1749	2223	58122	5094	394753	53666	0	12021	0	28808	0	1136	717	0	76	2671	0	1778	1064	0	2051	354794	84331	668	1104	3580	0	57011	0	207124	8269	8881	5141	34499	1447	0	2348	31952	1697	564442	2716
SRR1804291	21736	19262	12995	9481	35369	5370	15011	12902	19604	32810	33142	7143	530777	306737	3411	36803	3290	51013	1053	12626	8504	8765	7695	1535	7489	2289	4786	1973	13744	136542	59926	4877	0	503	0	29664	4279	87059	26953	5699	3664	75101	323	6249	11478	12984	2408	24222	3528
SRR1803923	10043	34415	650	1157	3439	25363	16109	0	4894	76731	37159	6094	463709	1705	1594	14940	31	40130	677	0	1503	32600	2335	1236	5458	4522	7181	17578	0	502278	24436	997	4036	0	3529	82181	1875	123285	40132	24283	15312	221282	0	4921	0	4413	8752	146184	6691
SRR1804073	0	4419	0	1138	0	0	36087	0	0	1291	17550	978	498924	489	8119	3881	0	4287	521	111	0	2977	0	0	0	0	2349	0	0	75126	7811	0	0	0	0	0	386	65878	1514	0	0	1368	0	1101	0	540	0	300746	2149
SRR513778	24777	220086	17453	8071	21213	7641	11627	3273	0	13500	78317	4399	337073	91576	687	10003	1844	357392	1697	16338	9545	35851	4203	38	1021	2883	3124	8288	4666	12759	158275	2623	7307	384	1555	0	2894	37162	7598	2777	2507	78700	2289	2635	2447	11750	582	0	10336
SRR1803884	1733	282759	0	9081	1946	28335	570	1417	0	14155	29618	0	55117	0	307	1037	0	48317	422	9067	941	3040	915	0	0	0	5658	3009	4325	182834	38441	519	0	0	11298	0	543	60428	0	3220	0	3806	0	0	706	2114	26989	6539	318
SRR1804744	0	33953	0	3363	544	2823	41441	0	0	83257	6119	239	241635	1173	25199	3082	0	2473	0	984	0	31858	25	1544	0	0	7469	1020	0	109802	5871	0	0	0	987	856	2673	47725	7848	953	0	5908	0	6570	0	160	925	41423	1474
SRR1031148	2230	15732	56	755	678	6780	871	0	166	4951	22367	0	75557	231799	263	15050	0	44820	3793	253	0	760	597	0	10048	0	22407	5758	1278	39614	87248	0	2972	0	145	780	0	13573	2960	806	36	11413	346	92	111	19211	1358	40263	803
SRR513816	84966	233938	0	8795	36188	3747	32862	0	8928	115357	35617	1931	24569	0	0	5380	7544	45703	1438	10578	24123	7351	49095	0	0	9311	13410	1752	2137	81445	64333	4926	0	755	1041	0	3592	9023	20811	677	0	0	0	4825	6346	899	1529	3138	524
SRR1804243	484	1580	5952	1321	3268	0	2399	1382	1078	4628	17733	0	225450	0	0	809	166	6884	615	440	649	1365	948	0	0	786	5137	0	1039	28604	24150	628	0	0	563	3154	0	31650	291	810	1201	4276	0	62	663	437	399	1187	972
SRR1803858	380	126489	0	585	193	54	971	0	0	7295	1811	53	218609	2463	3330	6377	0	19075	0	0	225	1204	0	0	0	0	1609	0	0	85070	23387	0	0	0	0	741	399	10548	3136	3608	1267	73628	0	487	0	635	186	170593	378
SRR1804129	0	61232	0	227	0	2142	821	0	0	4195	984	0	124280	5813	64027	2845	0	3670	291	0	0	45509	0	38	0	0	3518	2588	0	210958	10248	0	0	0	0	0	1346	5860	10785	2546	0	20819	0	445	0	88	0	2100	820
SRR1031208	8878	0	0	4526	0	1395	870	0	0	0	54003	3060	200200	65411	0	8878	0	6453	452	0	0	355	0	0	16745	0	3727	0	1431	56580	24087	0	292	0	0	6921	0	59232	1038	1334	3397	23481	0	0	0	8469	0	30873	769
SRR1804840	950	198	0	136	885	0	0	0	0	846	5444	194	155970	0	0	711	0	8671	0	46	0	0	0	0	1068	560	1416	0	0	10205	9707	0	0	0	0	2517	0	32245	0	241	53	12271	0	0	0	0	0	187868	391
SRR1803878	739	45235	1544	4667	3244	1490	0	341	0	6962	26856	0	180478	251	0	1030	0	12911	0	2767	6333	3249	0	0	0	0	1976	982	0	14943	12985	0	0	0	0	0	668	10788	0	11862	687	8718	0	0	0	8626	521	19059	0
SRR1804580	0	16975	0	1902	0	1477	0	0	0	0	19660	0	180176	2299	0	89	0	23176	0	0	0	813	0	1167	5102	2123	440	4730	0	56517	31911	0	3536	114	0	5702	51	39039	0	813	2395	7286	0	0	0	15642	239	22681	865
SRR1803328	6585	23528	0	1390	5935	0	3191	0	0	1573	27539	1558	26702	1206	0	0	0	104037	0	14699	834	2632	0	0	0	0	9470	0	299	160445	178704	0	0	292	0	0	447	23816	413	0	1649	3425	0	272	191	5332	492	22805	0
SRR1804336	0	44251	0	3864	0	8925	10434	0	0	42297	5278	2576	21168	0	7301	16517	1516	8130	0	1031	0	3613	0	2822	0	4036	9395	11744	0	177818	13527	0	0	791	1710	0	760	7168	2684	3527	0	4666	349	1342	552	0	6189	11673	2946
