DE_name,contrast,term,target,ncells_1,ncells_2,log2fc,p.value,padj,sig_level
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,A1BG,37,3917,0.684696257,0.034886995,0.201154736,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,A2M,37,3917,1.07233703,0.27665659,0.76007305,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,AAAS,37,3917,-1.765309055,0.228275983,0.69591623,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,AAMP,37,3917,-1.225127942,0.238342671,0.710232661,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,AARS1,37,3917,0.113882235,0.856093245,0.999999881,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,AASS,37,3917,-1.166944191,0.428124434,0.890423194,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,AATK,37,3917,-0.503677056,0.641120535,0.999999881,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCA2,37,3917,1.24832561,0.054996014,0.286643453,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCA5,37,3917,0.722980769,0.462813611,0.91530894,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCB1,37,3917,-0.687132982,0.285180153,0.770708307,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCB10,37,3917,-2.143151079,0.145237496,0.548366164,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCB7,37,3917,0.307774944,0.771465276,0.999999881,NS or |log2FC| < 1
DE17_Tumors_16S_P12_confidence,High confidence 16S expression P12 / Low or no 16S expression P12,microbial16S_P12_group,ABCB8,37,3917,0.109001518,0.887118462,0.999999881,NS or |log2FC| < 1
