DE_name,contrast,term,target,ncells_1,ncells_2,log2fc,p.value,padj,sig_level
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,A1BG,22,8924,-1.157708434,0.016021681,0.123781755,P < 0.05
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,A2M,22,8924,0.690550917,0.667891785,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AAAS,22,8924,1.520515238,0.095594147,0.544164839,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AAK1,22,8924,0.154699974,0.917580187,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AAMP,22,8924,-1.510364053,0.151945695,0.750661925,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AARS1,22,8924,-0.236722332,0.762840497,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AASS,22,8924,0.711990208,0.641071982,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,AATK,22,8924,-0.058451275,0.969692282,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABAT,22,8924,0.250619201,0.868360314,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCA5,22,8924,0.381318888,0.812084894,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCB10,22,8924,1.238970927,0.167773875,0.798136279,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCB7,22,8924,0.332578814,0.830750997,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCB8,22,8924,0.19831899,0.891863184,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCC3,22,8924,0.485457415,0.550481904,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCC4,22,8924,0.417880617,0.671778722,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCD1,22,8924,0.362554485,0.606613171,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCE1,22,8924,-0.764918225,0.612961297,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABCG1,22,8924,-0.0999946,0.946499557,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABHD2,22,8924,-0.067837189,0.88651282,0.999999999,NS or |log2FC| < 1
DE15_Tumors_16S_P18_confidence,High confidence 16S expression P18 / Low or no 16S expression P18,microbial16S_P18_group,ABHD3,22,8924,1.403762433,0.024429461,0.178128086,P < 0.05
