DE_name,contrast,term,target,ncells_1,ncells_2,log2fc,p.value,padj,sig_level
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,A1BG,18,3544,-1.937250306,0.005262543,0.048400263,P-adjust < 0.05
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,AAK1,18,3544,0.467223847,0.755907519,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,AAMP,18,3544,0.110740173,0.915814688,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,AARS1,18,3544,-0.397547478,0.786836032,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABAT,18,3544,0.198905613,0.745513037,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCA2,18,3544,-0.525107758,0.732528267,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCA5,18,3544,0.265363318,0.800123358,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCB1,18,3544,-0.850938829,0.630298103,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCB8,18,3544,1.332695438,0.142696422,0.770548214,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCB9,18,3544,1.562697621,0.309221969,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCC1,18,3544,0.799307673,0.587156326,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCC9,18,3544,0.575137586,0.612423993,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABCD1,18,3544,1.228298028,0.266951035,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABHD2,18,3544,-0.676327798,0.491992973,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABHD3,18,3544,0.395415932,0.71150434,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABI1,18,3544,0.171872617,0.869989015,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABI2,18,3544,1.662477078,0.077839207,0.490105561,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABL1,18,3544,0.561171564,0.553213174,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABL2,18,3544,1.072500068,0.475272677,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABLIM1,18,3544,-0.111849859,0.939451542,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABR,18,3544,-0.473744159,0.74828774,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABRAXAS1,18,3544,1.169387979,0.443631862,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ABRAXAS2,18,3544,2.839490676,0.012288072,0.104251872,P < 0.05
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACAA1,18,3544,1.42140475,0.194214185,0.940594354,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACACB,18,3544,-0.947842947,0.545381912,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACAD9,18,3544,0.539556009,0.717787023,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACADM,18,3544,1.463301405,0.172244511,0.870184338,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACADS,18,3544,0.873191897,0.423404242,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACADVL,18,3544,0.142895877,0.776781969,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACAP3,18,3544,0.840740049,0.440378239,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACBD5,18,3544,1.084134016,0.311899459,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACBD6,18,3544,2.1373335,0.00669893,0.060295246,P < 0.05
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACER2,18,3544,-0.154068106,0.915567707,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACIN1,18,3544,-2.274217498,0.123595685,0.696094478,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACLY,18,3544,-0.877284178,0.425914804,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACO2,18,3544,-1.301836726,0.391608429,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACOT11,18,3544,-0.05972232,0.955633104,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACOT7,18,3544,-0.682641594,0.648895385,0.999999988,NS or |log2FC| < 1
DE19_Tumors_16S_P10_confidence,High confidence 16S expression P10 / Low or no 16S expression P10,microbial16S_P10_group,ACSF3,18,3544,1.707754733,0.261365712,0.999999988,NS or |log2FC| < 1
