feature	metadata	value	log2fc	stderr	pval	qval
s__Barnesiella_intestinihominis	glioma_progression_overall	Y	-0.11752417991570062	0.4640582764573729	0.8057627271169655	1
s__Barnesiella_intestinihominis	glioma_fu	TIME	0.0019819098021284934	0.0010015185622781182	0.07919912193881051	1
s__Barnesiella_intestinihominis	sex	M	1.0788001597332315	0.5540061640485442	0.08333108440106775	1
s__Barnesiella_intestinihominis	grade_category	HIGH	-1.000938857280483	1.8154704200808238	0.5948226458219745	1
s__Barnesiella_intestinihominis	glioma_idh_mutation	MUTANT	0.3011431995436531	1.929658574468781	0.8794298626438484	1
s__Barnesiella_intestinihominis	steroids_at_surgery	Y	0.23671436632339146	0.7942947805203521	0.7724544890440135	1
s__Paraprevotella_clara	glioma_progression_overall	Y	4.4413594067219275	0.21852740475617943	3.460463337789931e-5	0.005744369140731286
s__Paraprevotella_clara	glioma_fu	TIME	0.0010004597199875843	7.342363786754122e-4	0.24468547370486737	1
s__Paraprevotella_clara	sex	M	-1.0636831175180128	0.520974763486018	0.11072728736867639	1
s__Paraprevotella_clara	grade_category	HIGH	-0.22945304432812588	1.3357154094263144	0.871948813076197	1
s__Paraprevotella_clara	glioma_idh_mutation	MUTANT	NA	NA	1	1
s__Paraprevotella_clara	steroids_at_surgery	Y	-5.830018608282955	0.5407312290947851	4.196548552992525e-4	0.0679840865584789
s__Bacteroides_caccae	glioma_progression_overall	Y	0.01739167884667612	0.2689209532649493	0.9492891113344726	1
s__Bacteroides_caccae	glioma_fu	TIME	-5.622108561763143e-4	7.617997156248062e-4	0.47190128633609163	1
s__Bacteroides_caccae	sex	M	-1.1717468549735515	0.5073238482432529	0.035553692383217726	1
s__Bacteroides_caccae	grade_category	HIGH	0.9197651638513749	1.7266280048667397	0.6020480441287277	1
s__Bacteroides_caccae	glioma_idh_mutation	MUTANT	-0.19192949130085074	1.8052165177636001	0.9167378307090526	1
s__Bacteroides_caccae	steroids_at_surgery	Y	-1.8553462818073443	0.5905027016834714	0.006715637375829856	0.9267579578645201
s__Bacteroides_xylanisolvens	glioma_progression_overall	Y	-0.15182746375164963	0.43210828809904495	0.7326054938174178	1
s__Bacteroides_xylanisolvens	glioma_fu	TIME	1.7900997018719333e-4	8.64683378979415e-4	0.8401460785298391	1
s__Bacteroides_xylanisolvens	sex	M	0.016287124645910235	0.6758382461797993	0.9812476370301395	1
s__Bacteroides_xylanisolvens	grade_category	HIGH	-0.9776324653264696	1.385823345997358	0.49663253476257985	1
s__Bacteroides_xylanisolvens	glioma_idh_mutation	MUTANT	2.5610500726570007	1.598003257132133	0.14009273038231473	1
s__Bacteroides_xylanisolvens	steroids_at_surgery	Y	2.3103394654274685	0.7728911549229258	0.013591833296493668	1
s__Bacteroides_ovatus	glioma_progression_overall	Y	-0.3097299532441985	0.6743329873782806	0.6503210612581243	1
s__Bacteroides_ovatus	glioma_fu	TIME	-0.0028428833575765275	0.001294936558624291	0.03849080826324565	1
s__Bacteroides_ovatus	sex	M	-1.4601097510873131	0.8137326899711967	0.08591639615176513	1
s__Bacteroides_ovatus	grade_category	HIGH	1.4047933388123925	1.418161421746343	0.3322012574787926	1
s__Bacteroides_ovatus	glioma_idh_mutation	MUTANT	0.6765029199709145	1.4099950206624465	0.6359071765101902	1
s__Bacteroides_ovatus	steroids_at_surgery	Y	-2.707107531129806	0.7603622983575974	0.001664190176452768	0.25794947735017904
s__Bacteroides_finegoldii	glioma_progression_overall	Y	2.1383872307506655	0.3129853270240028	0.0010248029638645032	0.14962123272421746
s__Bacteroides_finegoldii	glioma_fu	TIME	-0.002516606536560547	7.499968712087973e-4	0.02020722066226449	1
s__Bacteroides_finegoldii	sex	M	-1.4857750888221692	0.6418251969930352	0.06848567637540076	1
s__Bacteroides_finegoldii	grade_category	HIGH	2.6719780141602296	1.3273729503075251	0.10026400460925891	1
s__Bacteroides_finegoldii	glioma_idh_mutation	MUTANT	2.7864117432059645	1.6703700258972436	0.1561608714307145	1
s__Bacteroides_finegoldii	steroids_at_surgery	Y	-1.546143498137475	0.5632052579005271	0.04053794189414288	1
s__Bacteroides_thetaiotaomicron	glioma_progression_overall	Y	0.276805593997405	0.40031195067770575	0.4976302009411515	1
s__Bacteroides_thetaiotaomicron	glioma_fu	TIME	-0.0016125886304689469	8.741250341104054e-4	0.08071372064039588	1
s__Bacteroides_thetaiotaomicron	sex	M	-0.6662870017353694	0.5346722245523354	0.227852622037797	1
s__Bacteroides_thetaiotaomicron	grade_category	HIGH	-0.33717396436902713	1.3033412765786507	0.7986488173864241	1
s__Bacteroides_thetaiotaomicron	glioma_idh_mutation	MUTANT	1.2818099813440411	1.4648945774578144	0.39249105020214103	1
s__Bacteroides_thetaiotaomicron	steroids_at_surgery	Y	-0.3821250217759046	0.8730318680248946	0.6665397720074862	1
s__Bacteroides_nordii	glioma_progression_overall	Y	-1.8966469791425662	0.32511425042990144	0.0011171485454831995	0.15975224200409752
s__Bacteroides_nordii	glioma_fu	TIME	-5.788538715674672e-4	9.789223041981132e-4	0.5758917915654804	1
s__Bacteroides_nordii	sex	M	-0.23542517690404866	0.7267103636427052	0.7569633978394565	1
s__Bacteroides_nordii	grade_category	HIGH	-1.6172832981119236	1.3218301230143565	0.2669999826613725	1
s__Bacteroides_nordii	glioma_idh_mutation	MUTANT	-2.486554008303613	1.662002159459339	0.18525755714075376	1
s__Bacteroides_nordii	steroids_at_surgery	Y	NA	NA	1	1
s__Bacteroides_fragilis	glioma_progression_overall	Y	0.5559814448799925	0.30857842666191054	0.11459042454914943	1
s__Bacteroides_fragilis	glioma_fu	TIME	-5.552674996825795e-4	9.098831418385543e-4	0.5609695444329584	1
s__Bacteroides_fragilis	sex	M	4.002694918680377	0.5907733161543401	2.5895110954780084e-4	0.044280639732673946
s__Bacteroides_fragilis	grade_category	HIGH	1.89255274820129	2.0815998816459134	0.39348038344716624	1
s__Bacteroides_fragilis	glioma_idh_mutation	MUTANT	6.381173353152985	2.1448590527643012	0.020657782849332645	1
s__Bacteroides_fragilis	steroids_at_surgery	Y	0.39891068445690103	0.6588076957596286	0.5639520491757533	1
s__Bacteroides_cellulosilyticus	glioma_progression_overall	Y	0.5281427066650094	0.4419987847712185	0.26634680107645553	1
s__Bacteroides_cellulosilyticus	glioma_fu	TIME	0.0015529361431784433	0.0011516507213239757	0.21444513312382477	1
s__Bacteroides_cellulosilyticus	sex	M	3.360381919527599	0.6349294502457643	7.349906457099483e-4	0.12421341912498127
s__Bacteroides_cellulosilyticus	grade_category	HIGH	-0.9404871270818026	1.3168753347664652	0.49542216412545215	1
s__Bacteroides_cellulosilyticus	glioma_idh_mutation	MUTANT	5.176793894240026	1.6469428678320175	0.013737164292070713	1
s__Bacteroides_cellulosilyticus	steroids_at_surgery	Y	2.376690627011023	0.5574371363685151	0.002747920107446201	0.4011963356871453
s__Bacteroides_uniformis	glioma_progression_overall	Y	0.2936756581009913	0.7780252278172267	0.7091470679129299	1
s__Bacteroides_uniformis	glioma_fu	TIME	-0.0013050751807589449	0.001556796843929721	0.4101295174486459	1
s__Bacteroides_uniformis	sex	M	-1.8494480671820475	0.8202383023394637	0.03354587071545683	1
s__Bacteroides_uniformis	grade_category	HIGH	2.430694719659931	1.396436250364738	0.09455450716892574	1
s__Bacteroides_uniformis	glioma_idh_mutation	MUTANT	1.0827873831194277	1.458895345287722	0.46517047803558487	1
s__Bacteroides_uniformis	steroids_at_surgery	Y	-1.0668086305176712	1.2651614222909107	0.40743152514150993	1
