feature	metadata	value	log2fc	stderr	pval	qval
s__Barnesiella_intestinihominis	grade_category	HIGH	-1.1375055216291332	0.400116943799541	0.010794600420365823	1
s__Bacteroides_caccae	grade_category	HIGH	-0.02319988587264504	0.3576839220855853	0.9487804813765339	1
s__Bacteroides_xylanisolvens	grade_category	HIGH	-1.383632309994754	0.4256351089322459	0.0036656557385096036	0.48020090174475805
s__Bacteroides_ovatus	grade_category	HIGH	-0.8804487213073193	0.6787390072316446	0.20282020116649868	1
s__Bacteroides_thetaiotaomicron	grade_category	HIGH	-0.6299004501985681	0.469194650320623	0.18859225668613824	1
s__Bacteroides_cellulosilyticus	grade_category	HIGH	-2.5489979350161946	0.4463339678653197	4.1238458737263325e-5	0.006020814975640445
s__Bacteroides_uniformis	grade_category	HIGH	1.3247284641863917	0.6920063307564434	0.06313033806151455	1
s__Bacteroides_stercoris	grade_category	HIGH	-2.2362640699456304	0.44664656388940166	3.3008522084558995e-5	0.004885261268514731
s__Phocaeicola_vulgatus	grade_category	HIGH	-0.12412894728976447	0.5340122531980114	0.8175456136259304	1
s__Phocaeicola_massiliensis	grade_category	HIGH	-1.1116783163930866	0.5069918799859892	0.04097989892596298	1
s__Parabacteroides_merdae	grade_category	HIGH	-0.20777479310809632	0.4885605847827863	0.6735707238638888	1
s__Parabacteroides_distasonis	grade_category	HIGH	-1.598558490364356	0.38292915613103623	2.139429792906831e-4	0.030593846038567685
s__Butyricimonas_faecihominis	grade_category	HIGH	1.4675605071433093	0.3911164679403162	0.003769949572787193	0.4863234948895479
s__Odoribacter_splanchnicus	grade_category	HIGH	-0.012018950711211602	0.35503257116832515	0.9732344788157701	1
s__Alistipes_shahii	grade_category	HIGH	1.036324969992708	0.4860319414202246	0.04299557721046944	1
s__Alistipes_finegoldii	grade_category	HIGH	-0.17326858071183138	0.5142612937951567	0.7392269707044954	1
s__Alistipes_onderdonkii	grade_category	HIGH	-0.4316754900270612	0.5467458273561554	0.4369403293117061	1
s__Alistipes_putredinis	grade_category	HIGH	-0.39521910404698557	0.3348061282125479	0.24775583869857007	1
